item_id,version,status,blueprint_version,major_category,subcategory,difficulty,tags_anatomy_region,tags_physics_concept,tags_positioning_theme,tags_clinical_concept,tags_imaging_system,stem,option_a,option_b,option_c,option_d,correct_option,explanation,author,last_updated,question_type,correct_options,image_path
EXT-18,1,draft,RAD_2022_Jan,Procedures,Extremity Procedures,2,foot,,,,general radiography,Lateral foot requires CR centered at:,Base of first metatarsal,Medial cuneiform,Base of third metatarsal,Calcaneus,C,Center at base of the 3rd metatarsal.,chatgpt,2026-02-28,single,C,
HSP-26,1,draft,RAD_2022_Jan,Procedures,"Head, Spine and Pelvis Procedures",3,sinuses,,,,general radiography,Sphenoid sinuses are best demonstrated on:,Waters,Caldwell,Lateral,PA,C,Lateral demonstrates sphenoid sinus air-fluid levels.,chatgpt,2026-02-28,single,C,
PC-38,1,draft,RAD_2022_Jan,Patient Care,Patient Interactions and Management,3,,,,negligence,general radiography,"For negligence to be proven, which element must exist?",Intent,Criminal action,"Duty, breach, causation, damages",Written consent only,C,"Negligence requires duty owed, breach, causation, and damages.",chatgpt,2026-02-28,single,C,
PC-39,1,draft,RAD_2022_Jan,Patient Care,Patient Interactions and Management,3,,,,metformin,general radiography,A patient taking metformin with reduced renal function should:,Continue medication normally,Discontinue per protocol after contrast,Increase hydration only,Double metformin dose,B,Metformin may be held per protocol to reduce risk of lactic acidosis when renal function is impaired after contrast.,chatgpt,2026-02-28,single,B,
PC-40,1,draft,RAD_2022_Jan,Patient Care,Patient Interactions and Management,2,,,,code blue,general radiography,"When activating a Code Blue, the radiographer should provide:",Patient diagnosis,Room number and emergency type,Insurance information,Imaging protocol,B,Provide clear location and emergency type to mobilize response quickly.,chatgpt,2026-02-28,single,B,
RPR-26,1,draft,RAD_2022_Jan,Safety,Radiation Physics and Radiobiology,2,,rotating anode,,,general radiography,The rotating anode primarily functions to:,Increase contrast,Dissipate heat,Increase filtration,Reduce scatter,B,Rotation spreads heat across a larger anode surface area.,chatgpt,2026-02-28,single,B,
RPR-27,1,draft,RAD_2022_Jan,Safety,Radiation Physics and Radiobiology,3,,tungsten target,,,general radiography,Tungsten is used as an anode target because of its:,Low melting point,High atomic number and high melting point,Low density,Flexibility,B,Tungsten’s high Z and high melting point are ideal for x-ray production.,chatgpt,2026-02-28,single,B,
RPR-28,1,draft,RAD_2022_Jan,Safety,Radiation Physics and Radiobiology,3,,latent period,,,general radiography,The time between radiation exposure and symptom appearance is called:,Recovery phase,Latent period,Manifest illness,Prodromal phase,B,Latent period occurs between exposure and symptom onset.,chatgpt,2026-02-28,single,B,
RP-26,1,draft,RAD_2022_Jan,Safety,Radiation Protection,2,,,,lead storage,general radiography,Protective lead aprons should be stored:,Folded on shelf,On floor,Hanging vertically,Rolled tightly,C,Hanging prevents cracks in shielding from folding.,chatgpt,2026-02-28,single,C,
RP-27,1,draft,RAD_2022_Jan,Safety,Radiation Protection,2,,,,badge exchange,general radiography,Personnel dosimeters are typically exchanged:,Daily,Weekly,Monthly,Every 5 years,C,Dosimeters are commonly exchanged monthly.,chatgpt,2026-02-28,single,C,
RPR-29,1,draft,RAD_2022_Jan,Safety,Radiation Physics and Radiobiology,3,,beam intensity,,,general radiography,Increasing kVp while keeping mAs constant will:,Decrease intensity,Increase intensity,Not affect intensity,Reduce dose only,B,Higher kVp increases beam output/intensity.,chatgpt,2026-02-28,single,B,
RPR-30,1,draft,RAD_2022_Jan,Safety,Radiation Physics and Radiobiology,3,,dose equivalent,,,general radiography,Dose equivalent accounts for:,Tissue weighting only,Radiation weighting factor,HVL,Filtration,B,Equivalent dose uses radiation weighting factor to reflect biologic effect.,chatgpt,2026-02-28,single,B,
RPR-31,1,draft,RAD_2022_Jan,Safety,Radiation Physics and Radiobiology,3,,inverse square law,,,general radiography,"If a technologist steps from 2 ft to 4 ft from source, exposure becomes:",1/2,1/3,1/4,1/8,C,Distance doubled → intensity quartered (inverse square law).,chatgpt,2026-02-28,single,C,
RP-28,1,draft,RAD_2022_Jan,Safety,Radiation Protection,3,,,,lens limit,general radiography,Annual dose limit for lens of eye is approximately:,15 mSv,20 mSv,50 mSv,150 mSv,D,Traditional U.S. lens dose limit is 150 mSv; follow facility policy.,chatgpt,2026-02-28,single,D,
RP-29,1,draft,RAD_2022_Jan,Safety,Radiation Protection,2,,,,peds dose,general radiography,Dose reduction in pediatric imaging is most effectively achieved by:,Increasing kVp and reducing mAs appropriately,Increasing mAs,Removing collimation,Using magnification,A,Technique optimization and collimation are key for pediatrics.,chatgpt,2026-02-28,single,A,
IA-41,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,3,,beam hardening,,,general radiography,Beam hardening occurs when:,Low-energy photons are removed,High-energy photons are removed,kVp decreases,SID increases,A,Removing low-energy photons increases average beam energy (hardening).,chatgpt,2026-02-28,single,A,
IA-42,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,3,,focal spot,,,general radiography,Increasing focal spot size will:,Improve resolution,Increase geometric blur,Decrease magnification,Increase contrast,B,Larger focal spot increases penumbra/blur.,chatgpt,2026-02-28,single,B,
IA-43,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,3,,exposure indicator,,,general radiography,"Exposure indicators vary among manufacturers, meaning:",All systems use identical scales,Interpretation must consider vendor standard,EI reflects patient dose exactly,EI irrelevant in DR,B,Exposure indicator scales vary; interpret using vendor guidance.,chatgpt,2026-02-28,single,B,
IA-44,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,3,,histogram shift,,,general radiography,Excessive collimation may cause histogram shift leading to:,Underexposed appearance,Overexposed appearance,No effect,Increased DQE,A,Improper histogram analysis from poor collimation can produce underexposed appearance.,chatgpt,2026-02-28,single,A,
IA-45,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,2,,electronic noise,,,general radiography,Electronic noise differs from quantum noise because it originates from:,Low photon count,Detector circuitry,Patient motion,Scatter,B,Electronic noise originates within system electronics.,chatgpt,2026-02-28,single,B,
IA-46,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,3,,SID compensation,,,general radiography,Increasing SID from 40 to 80 inches requires mAs change by factor of:,2,4,8,1/2,B,Doubling SID requires mAs x4 to maintain receptor exposure.,chatgpt,2026-02-28,single,B,
IA-47,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,3,,exposure creep,,,general radiography,Exposure creep occurs because digital systems:,Reject high exposures,Hide overexposure visually,Automatically reduce mAs,Limit kVp,B,"Wide latitude can mask overexposure, leading to gradual dose increases.",chatgpt,2026-02-28,single,B,
IA-48,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,2,,collimation,,,general radiography,Proper collimation improves image quality by reducing:,Geometric distortion,Quantum mottle,Scatter radiation,Focal spot size,C,Less scatter improves contrast.,chatgpt,2026-02-28,single,C,
EQ-07,1,draft,RAD_2022_Jan,Image Production,Equipment Operation and Quality Assurance,3,,moiré,,,general radiography,Moiré pattern in CR results from:,Motion,Grid frequency interference,Low kVp,Excess filtration,B,Moiré is caused by grid frequency interacting with reader sampling.,chatgpt,2026-02-28,single,B,
IA-49,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,3,,pixel pitch,,,general radiography,Smaller pixel pitch results in:,Lower resolution,Higher spatial resolution,Increased noise only,Reduced contrast,B,Smaller pixel pitch increases spatial resolution.,chatgpt,2026-02-28,single,B,
IA-50,1,draft,RAD_2022_Jan,Image Production,Image Acquisition and Evaluation,3,,post-processing,,,general radiography,Increasing post-processing brightness does not change:,Image appearance,Patient dose,Histogram,Contrast,B,"Post-processing changes display, not patient exposure.",chatgpt,2026-02-28,single,B,
HSP-27,1,draft,RAD_2022_Jan,Procedures,"Head, Spine and Pelvis Procedures",3,skull,,,,general radiography,PA axial (Caldwell) skull requires CR angled:,15° caudad,15° cephalad,30° caudad,Perpendicular,A,Caldwell skull uses 15° caudad angle.,chatgpt,2026-02-28,single,A,
HSP-28,1,draft,RAD_2022_Jan,Procedures,"Head, Spine and Pelvis Procedures",3,skull,,,,general radiography,Lateral skull requires CR centered:,2 inches above EAM,2 inches superior to EAM,2 inches anterior and 2 inches superior to EAM,Nasion,C,Center approx. 2 inches anterior and 2 inches superior to the EAM.,chatgpt,2026-02-28,single,C,
HSP-29,1,draft,RAD_2022_Jan,Procedures,"Head, Spine and Pelvis Procedures",3,facial bones,,,,general radiography,Waters view for facial bones requires OML forming:,30° to IR,37° to IR,Perpendicular,15° angle,B,Waters positions the MML about 37° to IR for facial bones/maxillary sinuses.,chatgpt,2026-02-28,single,B,
HSP-30,1,draft,RAD_2022_Jan,Procedures,"Head, Spine and Pelvis Procedures",2,nasal bones,,,,general radiography,Nasal bones are best demonstrated in:,AP,Lateral,PA,Towne,B,Lateral nasal bones are standard for evaluation.,chatgpt,2026-02-28,single,B,
HSP-31,1,draft,RAD_2022_Jan,Procedures,"Head, Spine and Pelvis Procedures",3,zygoma,,,,general radiography,Tangential zygomatic arches require CR angled:,15°,30°,45°,60°,C,Tangential arches commonly use ~45°.,chatgpt,2026-02-28,single,C,
EXT-19,1,draft,RAD_2022_Jan,Procedures,Extremity Procedures,3,clavicle,,,,general radiography,AP axial clavicle requires CR angled:,15–30° cephalad,15–30° caudad,Perpendicular,45° cephalad,A,AP axial clavicle uses cephalad angle to project above ribs.,chatgpt,2026-02-28,single,A,
TA-14,1,draft,RAD_2022_Jan,Procedures,Thorax and Abdomen Procedures,3,sternum,,,,general radiography,Sternum RAO requires patient rotated approximately:,5°,10°,15–20°,45°,C,RAO sternum uses ~15–20° rotation.,chatgpt,2026-02-28,single,C,
EXT-20,1,draft,RAD_2022_Jan,Procedures,Extremity Procedures,2,hand,,,,general radiography,PA hand requires CR centered at:,Base of 1st metacarpal,3rd MCP joint,Wrist joint,Distal phalanx,B,Center at the 3rd MCP joint for PA hand.,chatgpt,2026-02-28,single,B,
EXT-21,1,draft,RAD_2022_Jan,Procedures,Extremity Procedures,2,finger,,,,general radiography,PA finger CR centered at:,DIP,PIP,MCP,Tip,C,Center at the MCP joint for finger imaging.,chatgpt,2026-02-28,single,C,
EXT-22,1,draft,RAD_2022_Jan,Procedures,Extremity Procedures,2,toes,,,,general radiography,AP toes CR centered at:,Base of 1st MTP,IP joint,Tip of toe,Calcaneus,A,Center at the base of the 1st MTP joint for toes.,chatgpt,2026-02-28,single,A,
EXT-23,1,draft,RAD_2022_Jan,Procedures,Extremity Procedures,3,calcaneus,,,,general radiography,Lateral calcaneus includes visualization of:,Subtalar joint,Talofibular joint,Patellofemoral joint,SI joint,A,Lateral calcaneus demonstrates subtalar joint region.,chatgpt,2026-02-28,single,A,
HSP-32,1,draft,RAD_2022_Jan,Procedures,"Head, Spine and Pelvis Procedures",3,pelvis,,,,general radiography,AP pelvis requires internal rotation of legs approximately:,5°,10–15°,20–30°,45°,B,Rotate legs 10–15° internally to place femoral necks parallel to IR.,chatgpt,2026-02-28,single,B,
EXT-24,1,draft,RAD_2022_Jan,Procedures,Extremity Procedures,2,humerus,,,,general radiography,AP humerus requires inclusion of:,Shoulder only,Elbow only,Both shoulder and elbow,Wrist,C,Include both adjacent joints when imaging long bones.,chatgpt,2026-02-28,single,C,
EXT-25,1,draft,RAD_2022_Jan,Procedures,Extremity Procedures,3,scapula,,,,general radiography,AP scapula requires:,Abducted arm,Neutral arm,Internal rotation,RAO position,A,Abduct the arm to move scapula laterally away from ribs.,chatgpt,2026-02-28,single,A,
EXT-26,1,draft,RAD_2022_Jan,Procedures,Extremity Procedures,2,tibia/fibula,,,,general radiography,AP tibia/fibula requires inclusion of:,Knee only,Ankle only,Both knee and ankle,Foot only,C,Include both adjacent joints for tibia/fibula.,chatgpt,2026-02-28,single,C,
EXT-27,1,draft,RAD_2022_Jan,Procedures,Extremity Procedures,2,forearm,,,,general radiography,AP forearm requires inclusion of:,Wrist only,Elbow only,Both wrist and elbow,Hand only,C,Include both adjacent joints for forearm.,chatgpt,2026-02-28,single,C,
PC-41,1,draft,RAD_2022_Jan,Patient Care,Patient Interactions and Management,2,,,,patients' rights,general radiography,A patient refuses a radiographic exam after the procedure is explained. What is the radiographer’s best next action?,Proceed because the order is in the chart,Notify the nurse/provider and document the refusal,Ask the family to sign consent for the patient,Delay and repeat the explanation until the patient agrees,B,Patients have the right to refuse; the radiographer should notify the appropriate provider and document the refusal.,chatgpt,2026-03-01,single,B,
PC-42,1,draft,RAD_2022_Jan,Patient Care,Patient Interactions and Management,3,,,,fall prevention,,Which action best reduces the risk of a patient fall during portable radiography?,Raise the bed to standing height,Ensure call light is out of reach to limit movement,Lock the bed and confirm brakes before positioning,Have the patient sit on the bed edge unattended,C,Falls are reduced by stabilizing the environment—locking the bed/wheels and maintaining safe positioning.,chatgpt,2026-03-01,single,C,
PC-43,1,draft,RAD_2022_Jan,Patient Care,Patient Interactions and Management,3,,,,communication,,A patient speaks limited English and nods to every question. What communication strategy is most appropriate?,Use louder speech and shorter words,Use a qualified medical interpreter,Ask a child family member to translate,Rely on gestures only to save time,B,Qualified interpreters improve accuracy and safety; family (especially minors) may introduce errors and confidentiality issues.,chatgpt,2026-03-01,single,B,
PC-44,1,draft,RAD_2022_Jan,Patient Care,Patient Interactions and Management,3,,,,infection control,,Which situation most strongly suggests the need for airborne precautions?,Clostridioides difficile diarrhea,Influenza with fever and cough,Active pulmonary tuberculosis suspected,MRSA wound infection,C,"Airborne isolation is used for organisms spread via droplet nuclei, such as suspected or confirmed TB.",chatgpt,2026-03-01,single,C,
PC-45,1,draft,RAD_2022_Jan,Patient Care,Patient Interactions and Management,2,,,,infection control,,The most effective single measure to prevent healthcare-associated infections is:,Double-gloving for every exam,Hand hygiene before and after patient contact,Wearing a mask for all patients,Using sterile technique for all radiography,B,Hand hygiene is the cornerstone of Standard Precautions and has the greatest impact on infection prevention.,chatgpt,2026-03-01,single,B,
PC-46,1,draft,RAD_2022_Jan,Patient Care,Patient Interactions and Management,4,,,,contrast reaction,,"After IV contrast injection, a patient develops swelling and tightness at the IV site. This finding most likely indicates:",Vasovagal reaction,Extravasation/infiltration,Delayed allergic reaction,Anaphylaxis,B,Local swelling and tightness at the injection site are classic for contrast extravasation/infiltration.,chatgpt,2026-03-01,single,B,
